locationjob,location,job,gd_salary,indeed_salary,ps_salary,city,state,vote,v_gd_salary,v_indeed_salary,v_ps_salary,avg_salary,remove_or_not,Region
plano texasjava developer,plano texas,java developer,102097,93635,93832,PLANO ,Texas,38,3879686,3558130,3565616,96521.33333,no,South
albuquerque new mexicoit developer,albuquerque new mexico,it developer,102052,110863,94600,ALBUQUERQUE ,New Mexico,5,510260,554315,473000,102505,no,West
portland oregonios developer,portland oregon,ios developer,102028,154813,90402,PORTLAND ,Oregon,7,714196,1083691,632814,115747.6667,no,West
dallas texasweb developer,dallas texas,web developer,101979,80940,59774,DALLAS ,Texas,38,3875202,3075720,2271412,80897.66667,no,South
idaho falls idahosoftware engineer,idaho falls idaho,software engineer,101967,85140,95000, FALLS ,Idaho,4,407868,340560,380000,94035.66667,no,West
phoenix arizonacyber security engineer,phoenix arizona,cyber security engineer,101959,174523,176874,PHOENIX ,Arizona,11,1121549,1919753,1945614,151118.6667,no,West
dallas texasapplication developer,dallas texas,application developer,101955,148562,86275,DALLAS ,Texas,38,3874290,5645356,3278450,112264,no,South
aurora coloradosoftware engineer,aurora colorado,software engineer,101930,109165,99500,AURORA ,Colorado,9,917370,982485,895500,103531.6667,no,West
charleston south carolinajunior software engineer,charleston south carolina,junior software engineer,101921,67477,57767,CHARLESTON ,South Carolina,9,917289,607293,519903,75721.66667,no,South
plano texasios developer,plano texas,ios developer,101916,110809,50868,PLANO ,Texas,38,3872808,4210742,1932984,87864.33333,no,South
irving texascyber security engineer,irving texas,cyber security engineer,101866,103824,80761,IRVING ,Texas,38,3870908,3945312,3068918,95483.66667,no,South
chattanooga tennesseedata engineer,chattanooga tennessee,data engineer,101832,127742,63159,CHATTANOOGA ,Tennessee,11,1120152,1405162,694749,97577.66667,no,South
miami floridasenior security engineer,miami florida,senior security engineer,101824,107096,83353,MIAMI ,Florida,29,2952896,3105784,2417237,97424.33333,no,South
idaho falls idahoengineer manager,idaho falls idaho,engineer manager,101785,81133,82500, FALLS ,Idaho,4,407140,324532,330000,88472.66667,no,West
rochester new yorkapplication developer,rochester new york,application developer,101695,76586,71228,ROCHESTER ,New York,29,2949155,2220994,2065612,83169.66667,no,North East
cincinnati ohioweb developer,cincinnati ohio,web developer,101648,96997,76500,CINCINNATI ,Ohio,18,1829664,1745946,1377000,91715,no,Midwest
beaverton oregonfrontend software engineer,beaverton oregon,frontend software engineer,101636,86774,60000,BEAVERTON ,Oregon,7,711452,607418,420000,82803.33333,no,West
kansas city missourimachine learning engineer,kansas city missouri,machine learning engineer,101631,109151,50000,KANSAS CITY ,Missouri,10,1016310,1091510,500000,86927.33333,no,Midwest
sacramento californiasoftware manager,sacramento california,software manager,101585,151057,109000,SACRAMENTO ,California,55,5587175,8308135,5995000,120547.3333,no,West
louisville kentuckydata analyst,louisville kentucky,data analyst,101562,94928,80000,LOUISVILLE ,Kentucky,8,812496,759424,640000,92163.33333,no,South
tulsa oklahomasenior system engineer,tulsa oklahoma,senior system engineer,101548,108800,82000,TULSA ,Oklahoma,7,710836,761600,574000,97449.33333,no,South
milwaukee wisconsinjava developer,milwaukee wisconsin,java developer,101538,100699,72500,MILWAUKEE ,Wisconsin,10,1015380,1006990,725000,91579,no,Midwest
charleston south carolinajava developer,charleston south carolina,java developer,101476,80593,61984,CHARLESTON ,South Carolina,9,913284,725337,557856,81351,no,South
greensboro north carolinaweb developer,greensboro north carolina,web developer,101465,64161,70246,GREENSBORO ,North Carolina,15,1521975,962415,1053690,78624,no,South
virginia beach virginiacyber security engineer,virginia beach virginia,cyber security engineer,101439,112273,87571, BEACH ,Virginia,13,1318707,1459549,1138423,100427.6667,no,South
birmingham alabamadata engineer,birmingham alabama,data engineer,101437,93004,78070,BIRMINGHAM ,Alabama,9,912933,837036,702630,90837,no,South
denver coloradosite reliability engineer,denver colorado,site reliability engineer,101426,141408,86002,DENVER ,Colorado,9,912834,1272672,774018,109612,no,West
greenville south carolinabusiness intelligence developer,greenville south carolina,business intelligence developer,101415,71802,89575,GREENVILLE ,South Carolina,9,912735,646218,806175,87597.33333,no,South
grand rapids michiganit developer,grand rapids michigan,it developer,101339,65841,65775,GRAND RAPIDS ,Michigan,16,1621424,1053456,1052400,77651.66667,no,Midwest
los angeles californiafrontend developer,los angeles california,frontend developer,101338,110386,96448,LOS ANGELES ,California,55,5573590,6071230,5304640,102724,no,West
milwaukee wisconsinit developer,milwaukee wisconsin,it developer,101297,116865,115000,MILWAUKEE ,Wisconsin,10,1012970,1168650,1150000,111054,no,Midwest
minneapolis minnesotamobile developer,minneapolis minnesota,mobile developer,101280,142379,83500,MINNEAPOLIS ,Minnesota,10,1012800,1423790,835000,109053,no,Midwest
houston texasweb developer,houston texas,web developer,101248,95570,68500,HOUSTON ,Texas,38,3847424,3631660,2603000,88439.33333,no,South
fort lauderdale floridamobile developer,fort lauderdale florida,mobile developer,101236,143843,73734,FORT LAUDERDALE ,Florida,29,2935844,4171447,2138286,106271,no,South
rochester new yorkweb developer,rochester new york,web developer,101228,85907,60000,ROCHESTER ,New York,29,2935612,2491303,1740000,82378.33333,no,North East
mesa arizonaengineer manager,mesa arizona,engineer manager,101192,127128,51500,MESA ,Arizona,11,1113112,1398408,566500,93273.33333,no,West
miami floridaios developer,miami florida,ios developer,101166,108293,45000,MIAMI ,Florida,29,2933814,3140497,1305000,84819.66667,no,South
baton rouge louisianafrontend developer,baton rouge louisiana,frontend developer,101160,88081,60000,BATON ROUGE ,Louisiana,8,809280,704648,480000,83080.33333,no,South
plano texasfrontend developer,plano texas,frontend developer,101145,94530,71842,PLANO ,Texas,38,3843510,3592140,2729996,89172.33333,no,South
phoenix arizonaios developer,phoenix arizona,ios developer,101141,110801,71250,PHOENIX ,Arizona,11,1112551,1218811,783750,94397.33333,no,West
cincinnati ohioit developer,cincinnati ohio,it developer,101114,170183,98450,CINCINNATI ,Ohio,18,1820052,3063294,1772100,123249,no,Midwest
ogden utahengineer manager,ogden utah,engineer manager,101092,129657,77982,OGDEN ,Utah,6,606552,777942,467892,102910.3333,no,West
albuquerque new mexicodata engineer,albuquerque new mexico,data engineer,101053,155547,84838,ALBUQUERQUE ,New Mexico,5,505265,777735,424190,113812.6667,no,West
harrisburg pennsylvaniadata engineer,harrisburg pennsylvania,data engineer,101053,108389,70205,HARRISBURG ,Pennsylvania,20,2021060,2167780,1404100,93215.66667,no,North East
huntsville alabamasolutions architect,huntsville alabama,solutions architect,101029,128963,100000,HUNTSVILLE ,Alabama,9,909261,1160667,900000,109997.3333,no,South
richmond virginiadata analyst,richmond virginia,data analyst,101026,117199,79000,RICHMOND ,Virginia,13,1313338,1523587,1027000,99075,no,South
portland oregonweb developer,portland oregon,web developer,100997,85011,80791,PORTLAND ,Oregon,7,706979,595077,565537,88933,no,West
hillsboro oregondata scientist,hillsboro oregon,data scientist,100988,159490,120292,HILLSBORO ,Oregon,7,706916,1116430,842044,126923.3333,no,West
colorado springs coloradoweb developer,colorado springs colorado,web developer,100981,77292,81500, SPRINGS ,Colorado,9,908829,695628,733500,86591,no,West
bellevue washingtonbusiness intelligence developer,bellevue washington,business intelligence developer,100948,111382,119000,BELLEVUE ,Washington,12,1211376,1336584,1428000,110443.3333,no,West
lexington kentuckyweb developer,lexington kentucky,web developer,100939,60466,53976,LEXINGTON ,Kentucky,8,807512,483728,431808,71793.66667,no,South
greensboro north carolinaapplication developer,greensboro north carolina,application developer,100935,92781,93701,GREENSBORO ,North Carolina,15,1514025,1391715,1405515,95805.66667,no,South
washington district of columbiajava developer,washington district of columbia,java developer,100913,107055,85000, DISTRICT OF COLUMBIA,Washington,12,1210956,1284660,1020000,97656,no,West
phoenix arizonaweb developer,phoenix arizona,web developer,100903,83311,80000,PHOENIX ,Arizona,11,1109933,916421,880000,88071.33333,no,West
fremont californiaweb developer,fremont california,web developer,100881,76815,90000,FREMONT ,California,55,5548455,4224825,4950000,89232,no,West
dallas texasjava developer,dallas texas,java developer,100878,100332,95000,DALLAS ,Texas,38,3833364,3812616,3610000,98736.66667,no,South
toledo ohioengineer manager,toledo ohio,engineer manager,100870,78713,83524,TOLEDO ,Ohio,18,1815660,1416834,1503432,87702.33333,no,Midwest
jacksonville floridadata analyst,jacksonville florida,data analyst,100804,102629,83000,JACKSONVILLE ,Florida,29,2923316,2976241,2407000,95477.66667,no,South
west palm beach floridadata scientist,west palm beach florida,data scientist,100784,157857,87288,WEST PALM BEACH ,Florida,29,2922736,4577853,2531352,115309.6667,no,South
miami floridadata engineer,miami florida,data engineer,100758,137457,82892,MIAMI ,Florida,29,2921982,3986253,2403868,107035.6667,no,South
ashburn virginiajava developer,ashburn virginia,java developer,100711,108637,70000,ASHBURN ,Virginia,13,1309243,1412281,910000,93116,no,South
charleston south carolinafrontend software engineer,charleston south carolina,frontend software engineer,100672,83742,70008,CHARLESTON ,South Carolina,9,906048,753678,630072,84807.33333,no,South
jackson mississippisoftware engineer,jackson mississippi,software engineer,100653,94725,64500,JACKSON ,Mississippi,6,603918,568350,387000,86626,no,South
rochester new yorkdata engineer,rochester new york,data engineer,100610,105651,88078,ROCHESTER ,New York,29,2917690,3063879,2554262,98113,no,North East
frisco texasfrontend software engineer,frisco texas,frontend software engineer,100605,83524,97959,FRISCO ,Texas,38,3822990,3173912,3722442,94029.33333,no,South
grand rapids michiganmobile developer,grand rapids michigan,mobile developer,100588,70078,68784,GRAND RAPIDS ,Michigan,16,1609408,1121248,1100544,79816.66667,no,Midwest
littleton coloradosenior system engineer,littleton colorado,senior system engineer,100560,95413,83665,LITTLETON ,Colorado,9,905040,858717,752985,93212.66667,no,West
syracuse new yorksoftware engineer,syracuse new york,software engineer,100531,93094,86284,SYRACUSE ,New York,29,2915399,2699726,2502236,93303,no,North East
beaverton oregontechnical lead,beaverton oregon,technical lead,100500,94661,93989,BEAVERTON ,Oregon,7,703500,662627,657923,96383.33333,no,West
boise idahoweb developer,boise idaho,web developer,100496,65494,74450,BOISE ,Idaho,4,401984,261976,297800,80146.66667,no,West
jersey city new jerseyfrontend developer,jersey city new jersey,frontend developer,100482,103162,93303,JERSEY CITY ,New Jersey,14,1406748,1444268,1306242,98982.33333,no,North East
san diego californiajava developer,san diego california,java developer,100475,88955,50868,SAN DIEGO ,California,55,5526125,4892525,2797740,80099.33333,no,West
dayton ohioit developer,dayton ohio,it developer,100403,120192,52029,DAYTON ,Ohio,18,1807254,2163456,936522,90874.66667,no,Midwest
cary north carolinadata analyst,cary north carolina,data analyst,100395,103094,74000,CARY ,North Carolina,15,1505925,1546410,1110000,92496.33333,no,South
atlanta georgiafrontend developer,atlanta georgia,frontend developer,100393,130812,82883,ATLANTA ,Georgia,16,1606288,2092992,1326128,104696,no,South
baton rouge louisianajunior software engineer,baton rouge louisiana,junior software engineer,100387,86916,45000,BATON ROUGE ,Louisiana,8,803096,695328,360000,77434.33333,no,South
raleigh north carolinabusiness intelligence developer,raleigh north carolina,business intelligence developer,100338,102245,108090,RALEIGH ,North Carolina,15,1505070,1533675,1621350,103557.6667,no,South
baltimore marylandbusiness intelligence developer,baltimore maryland,business intelligence developer,100333,88051,129716,BALTIMORE ,Maryland,10,1003330,880510,1297160,106033.3333,no,South
orlando floridaapplication developer,orlando florida,application developer,100321,83539,75000,ORLANDO ,Florida,29,2909309,2422631,2175000,86286.66667,no,South
scottsdale arizonaprincipal cloud engineer,scottsdale arizona,principal cloud engineer,100317,88783,151000,SCOTTSDALE ,Arizona,11,1103487,976613,1661000,113366.6667,no,West
dayton ohioapplication developer,dayton ohio,application developer,100262,83713,76883,DAYTON ,Ohio,18,1804716,1506834,1383894,86952.66667,no,Midwest
durham north carolinabusiness intelligence developer,durham north carolina,business intelligence developer,100146,70086,89000,DURHAM ,North Carolina,15,1502190,1051290,1335000,86410.66667,no,South
grand rapids michigandata engineer,grand rapids michigan,data engineer,100099,119588,75000,GRAND RAPIDS ,Michigan,16,1601584,1913408,1200000,98229,no,Midwest
colorado springs coloradoit developer,colorado springs colorado,it developer,100089,99503,117916, SPRINGS ,Colorado,9,900801,895527,1061244,105836,no,West
irvine californiait developer,irvine california,it developer,100078,163964,100000,IRVINE ,California,55,5504290,9018020,5500000,121347.3333,no,West
lehi utahengineer manager,lehi utah,engineer manager,100056,83628,110055,LEHI ,Utah,6,600336,501768,660330,97913,no,West
fort wayne indianasoftware quality assurance engineer,fort wayne indiana,software quality assurance engineer,100047,74171,62388,FORT WAYNE ,Indiana,11,1100517,815881,686268,78868.66667,no,Midwest
chattanooga tennesseeit developer,chattanooga tennessee,it developer,100031,87658,82000,CHATTANOOGA ,Tennessee,11,1100341,964238,902000,89896.33333,no,South
miami floridaweb developer,miami florida,web developer,99991,75769,72414,MIAMI ,Florida,29,2899739,2197301,2100006,82724.66667,no,South
san antonio texasjava developer,san antonio texas,java developer,99870,99451,69784,SAN ANTONIO ,Texas,38,3795060,3779138,2651792,89701.66667,no,South
santa ana californiasenior engineer,santa ana california,senior engineer,99859,117063,101929,SANTA ANA ,California,55,5492245,6438465,5606095,106283.6667,no,West
minneapolis minnesotadata analyst,minneapolis minnesota,data analyst,99856,103587,89199,MINNEAPOLIS ,Minnesota,10,998560,1035870,891990,97547.33333,no,Midwest
hillsboro oregonfrontend software engineer,hillsboro oregon,frontend software engineer,99840,104002,88890,HILLSBORO ,Oregon,7,698880,728014,622230,97577.33333,no,West
hillsboro oregonapplication developer,hillsboro oregon,application developer,99840,89212,109000,HILLSBORO ,Oregon,7,698880,624484,763000,99350.66667,no,West
frisco texasweb developer,frisco texas,web developer,99796,65597,49920,FRISCO ,Texas,38,3792248,2492686,1896960,71771,no,South
casper wyomingengineer manager,casper wyoming,engineer manager,99777,79455,43400,CASPER ,Wyoming,3,299331,238365,130200,74210.66667,no,West
charlotte north carolinasenior business intelligence developer,charlotte north carolina,senior business intelligence developer,99747,115044,98500,CHARLOTTE ,North Carolina,15,1496205,1725660,1477500,104430.3333,no,South
indianapolis indianamachine learning engineer,indianapolis indiana,machine learning engineer,99745,99524,113945,POLIS ,Indiana,11,1097195,1094764,1253395,104404.6667,no,Midwest
chandler arizonabusiness intelligence developer,chandler arizona,business intelligence developer,99736,82474,85988,CHANDLER ,Arizona,11,1097096,907214,945868,89399.33333,no,West
denver coloradodata analyst,denver colorado,data analyst,99706,129803,108500,DENVER ,Colorado,9,897354,1168227,976500,112669.6667,no,West
kansas city kansassoftware engineering manager,kansas city kansas,software engineering manager,99681,131602,104000, CITY ,Kansas,6,598086,789612,624000,111761,no,Midwest
frisco texasinformation technology manager,frisco texas,information technology manager,99679,89281,168142,FRISCO ,Texas,38,3787802,3392678,6389396,119034,no,South
chandler arizonadata engineer,chandler arizona,data engineer,99640,112544,102000,CHANDLER ,Arizona,11,1096040,1237984,1122000,104728,no,West
irving texasdata engineer,irving texas,data engineer,99640,127002,82892,IRVING ,Texas,38,3786320,4826076,3149896,103178,no,South
des moines iowasenior data analyst,des moines iowa,senior data analyst,99638,91152,90259,DES MOINES ,Iowa,6,597828,546912,541554,93683,no,Midwest
reno nevadabusiness intelligence developer,reno nevada,business intelligence developer,99619,99258,65000,RENO ,Nevada,6,597714,595548,390000,87959,no,West
santa barbara californiasoftware engineer,santa barbara california,software engineer,99606,150602,96959,SANTA BARBARA ,California,55,5478330,8283110,5332745,115722.3333,no,West
reno nevadaweb developer,reno nevada,web developer,99544,60991,58429,RENO ,Nevada,6,597264,365946,350574,72988,no,West
charlotte north carolinafrontend developer,charlotte north carolina,frontend developer,99512,108100,82339,CHARLOTTE ,North Carolina,15,1492680,1621500,1235085,96650.33333,no,South
fayetteville arkansasweb developer,fayetteville arkansas,web developer,99475,60486,40695,FAYETTEVILLE ,Arkansas,6,596850,362916,244170,66885.33333,no,South
santa clara californiadata analyst,santa clara california,data analyst,99434,138460,97887,SANTA CLARA ,California,55,5468870,7615300,5383785,111927,no,West
salt lake city utahcyber security engineer,salt lake city utah,cyber security engineer,99404,54113,81000,SALT LAKE CITY ,Utah,6,596424,324678,486000,78172.33333,no,West
san antonio texasapplication developer,san antonio texas,application developer,99393,88578,71592,SAN ANTONIO ,Texas,38,3776934,3365964,2720496,86521,no,South
arlington virginiadata scientist,arlington virginia,data scientist,99392,146452,102247,ARLINGTON ,Virginia,13,1292096,1903876,1329211,116030.3333,no,South
bellevue washingtonweb developer,bellevue washington,web developer,99374,103276,83491,BELLEVUE ,Washington,12,1192488,1239312,1001892,95380.33333,no,West
minneapolis minnesotait developer,minneapolis minnesota,it developer,99372,156982,92500,MINNEAPOLIS ,Minnesota,10,993720,1569820,925000,116284.6667,no,Midwest
columbia missouridata analyst,columbia missouri,data analyst,99319,79521,65258,COLUMBIA ,Missouri,10,993190,795210,652580,81366,no,Midwest
cincinnati ohiocyber security engineer,cincinnati ohio,cyber security engineer,99303,102775,90000,CINCINNATI ,Ohio,18,1787454,1849950,1620000,97359.33333,no,Midwest
greenville south carolinajava developer,greenville south carolina,java developer,99290,98774,81951,GREENVILLE ,South Carolina,9,893610,888966,737559,93338.33333,no,South
houston texasfrontend software engineer,houston texas,frontend software engineer,99280,116335,131932,HOUSTON ,Texas,38,3772640,4420730,5013416,115849,no,South
buffalo new yorkweb developer,buffalo new york,web developer,99269,74052,67000,BUFFALO ,New York,29,2878801,2147508,1943000,80107,no,North East
buffalo new yorkdata engineer,buffalo new york,data engineer,99218,92343,86476,BUFFALO ,New York,29,2877322,2677947,2507804,92679,no,North East
sioux falls south dakotasoftware quality assurance engineer,sioux falls south dakota,software quality assurance engineer,99212,62230,65000,SIOUX FALLS ,South Dakota,3,297636,186690,195000,75480.66667,no,Midwest
greensboro north carolinaios developer,greensboro north carolina,ios developer,99185,86532,77103,GREENSBORO ,North Carolina,15,1487775,1297980,1156545,87606.66667,no,South
san diego californiamobile developer,san diego california,mobile developer,99158,134538,94000,SAN DIEGO ,California,55,5453690,7399590,5170000,109232,no,West
rochester new yorkjava developer,rochester new york,java developer,99138,124716,65000,ROCHESTER ,New York,29,2875002,3616764,1885000,96284.66667,no,North East
fayetteville arkansasdata analyst,fayetteville arkansas,data analyst,99125,71372,66750,FAYETTEVILLE ,Arkansas,6,594750,428232,400500,79082.33333,no,South
irvine californiasite reliability engineer,irvine california,site reliability engineer,99092,161090,101000,IRVINE ,California,55,5450060,8859950,5555000,120394,no,West
san antonio texasfrontend developer,san antonio texas,frontend developer,99040,99466,62500,SAN ANTONIO ,Texas,38,3763520,3779708,2375000,87002,no,South
sunnyvale californiajunior software engineer,sunnyvale california,junior software engineer,99033,79981,89152,SUNNYVALE ,California,55,5446815,4398955,4903360,89388.66667,no,West
minneapolis minnesotabusiness intelligence developer,minneapolis minnesota,business intelligence developer,98990,146522,126108,MINNEAPOLIS ,Minnesota,10,989900,1465220,1261080,123873.3333,no,Midwest
alexandria virginiaweb developer,alexandria virginia,web developer,98980,50986,69634,ALEXANDRIA ,Virginia,13,1286740,662818,905242,73200,no,South
san diego californiasoftware test engineer,san diego california,software test engineer,98970,119581,62122,SAN DIEGO ,California,55,5443350,6576955,3416710,93557.66667,no,West
miami floridait developer,miami florida,it developer,98956,144239,102500,MIAMI ,Florida,29,2869724,4182931,2972500,115231.6667,no,South
jersey city new jerseyjunior software engineer,jersey city new jersey,junior software engineer,98953,70484,84749,JERSEY CITY ,New Jersey,14,1385342,986776,1186486,84728.66667,no,North East
indianapolis indianasoftware developer,indianapolis indiana,software developer,98932,112468,92500,POLIS ,Indiana,11,1088252,1237148,1017500,101300,no,Midwest
washington district of columbiabusiness intelligence developer,washington district of columbia,business intelligence developer,98918,109460,140000, DISTRICT OF COLUMBIA,Washington,12,1187016,1313520,1680000,116126,no,West
milwaukee wisconsinit support engineer,milwaukee wisconsin,it support engineer,98893,69967,68357,MILWAUKEE ,Wisconsin,10,988930,699670,683570,79072.33333,no,Midwest
colorado springs coloradoapplication developer,colorado springs colorado,application developer,98888,78800,69360, SPRINGS ,Colorado,9,889992,709200,624240,82349.33333,no,West
orlando floridabusiness intelligence developer,orlando florida,business intelligence developer,98884,98070,107349,ORLANDO ,Florida,29,2867636,2844030,3113121,101434.3333,no,South
las vegas nevadaweb developer,las vegas nevada,web developer,98850,92452,66254,LAS VEGAS ,Nevada,6,593100,554712,397524,85852,no,West
rochester new yorksenior data analyst,rochester new york,senior data analyst,98840,81589,76841,ROCHESTER ,New York,29,2866360,2366081,2228389,85756.66667,no,North East
cambridge massachusettssoftware developer,cambridge massachusetts,software developer,98826,132469,95000,CAMBRIDGE ,Massachusetts,11,1087086,1457159,1045000,108765,no,North East
rochester new yorkdata analyst,rochester new york,data analyst,98811,88813,67407,ROCHESTER ,New York,29,2865519,2575577,1954803,85010.33333,no,North East
melbourne floridajava developer,melbourne florida,java developer,98795,98493,61477,MELBOURNE ,Florida,29,2865055,2856297,1782833,86255,no,South
sacramento californiasoftware quality assurance engineer,sacramento california,software quality assurance engineer,98788,101672,82504,SACRAMENTO ,California,55,5433340,5591960,4537720,94321.33333,no,West
chattanooga tennesseesoftware quality assurance engineer,chattanooga tennessee,software quality assurance engineer,98733,78141,100364,CHATTANOOGA ,Tennessee,11,1086063,859551,1104004,92412.66667,no,South
cincinnati ohiosoftware quality assurance engineer,cincinnati ohio,software quality assurance engineer,98673,75851,81245,CINCINNATI ,Ohio,18,1776114,1365318,1462410,85256.33333,no,Midwest
charleston south carolinasoftware manager,charleston south carolina,software manager,98655,96708,92974,CHARLESTON ,South Carolina,9,887895,870372,836766,96112.33333,no,South
brooklyn new yorkdata engineer,brooklyn new york,data engineer,98580,121183,116997,BROOKLYN ,New York,29,2858820,3514307,3392913,112253.3333,no,North East
wichita kansasweb developer,wichita kansas,web developer,98561,72541,59892,WICHITA ,Kansas,6,591366,435246,359352,76998,no,Midwest
tampa floridafrontend developer,tampa florida,frontend developer,98498,102494,93000,TAMPA ,Florida,29,2856442,2972326,2697000,97997.33333,no,South
pittsburgh pennsylvaniasenior business intelligence developer,pittsburgh pennsylvania,senior business intelligence developer,98470,111650,109000,PITTSBURGH ,Pennsylvania,20,1969400,2233000,2180000,106373.3333,no,North East
buffalo new yorksoftware manager,buffalo new york,software manager,98461,82865,78763,BUFFALO ,New York,29,2855369,2403085,2284127,86696.33333,no,North East
pittsburgh pennsylvaniafrontend developer,pittsburgh pennsylvania,frontend developer,98423,111084,75419,PITTSBURGH ,Pennsylvania,20,1968460,2221680,1508380,94975.33333,no,North East
alpharetta georgiadata engineer,alpharetta georgia,data engineer,98369,137633,105500,ALPHARETTA ,Georgia,16,1573904,2202128,1688000,113834,no,South
indianapolis indianait developer,indianapolis indiana,it developer,98345,97281,68784,POLIS ,Indiana,11,1081795,1070091,756624,88136.66667,no,Midwest
alexandria virginiait developer,alexandria virginia,it developer,98336,173899,80697,ALEXANDRIA ,Virginia,13,1278368,2260687,1049061,117644,no,South
lincoln nebraskadata analyst,lincoln nebraska,data analyst,98293,80422,63990,LINCOLN ,Nebraska,5,491465,402110,319950,80901.66667,no,Midwest
lexington kentuckyfrontend software engineer,lexington kentucky,frontend software engineer,98286,79559,75500,LEXINGTON ,Kentucky,8,786288,636472,604000,84448.33333,no,South
burlington vermontit developer,burlington vermont,it developer,98219,123229,53458,BURLINGTON ,Vermont,3,294657,369687,160374,91635.33333,no,North East
appleton wisconsinengineer manager,appleton wisconsin,engineer manager,98209,80515,61762,APPLETON ,Wisconsin,10,982090,805150,617620,80162,no,Midwest
pensacola floridaengineer manager,pensacola florida,engineer manager,98172,86455,50524,PENSACOLA ,Florida,29,2846988,2507195,1465196,78383.66667,no,South
bellevue washingtonsoftware quality assurance engineer,bellevue washington,software quality assurance engineer,98146,105500,81000,BELLEVUE ,Washington,12,1177752,1266000,972000,94882,no,West
spokane valley washingtonsenior software engineer,spokane valley washington,senior software engineer,98146,96262,105450,SPOKANE VALLEY ,Washington,12,1177752,1155144,1265400,99952.66667,no,West
washington district of columbiaios developer,washington district of columbia,ios developer,98140,118245,103054, DISTRICT OF COLUMBIA,Washington,12,1177680,1418940,1236648,106479.6667,no,West
scottsdale arizonadata analyst,scottsdale arizona,data analyst,98119,88446,91500,SCOTTSDALE ,Arizona,11,1079309,972906,1006500,92688.33333,no,West
fremont californiafrontend developer,fremont california,frontend developer,98118,103990,100500,FREMONT ,California,55,5396490,5719450,5527500,100869.3333,no,West
orlando floridait developer,orlando florida,it developer,98024,130290,103000,ORLANDO ,Florida,29,2842696,3778410,2987000,110438,no,South
seattle washingtonsas programmer,seattle washington,sas programmer,97941,98041,116000,SEATTLE ,Washington,12,1175292,1176492,1392000,103994,no,West
indianapolis indianadata engineer,indianapolis indiana,data engineer,97926,110491,92194,POLIS ,Indiana,11,1077186,1215401,1014134,100203.6667,no,Midwest
santa clara californiait support engineer,santa clara california,it support engineer,97915,94135,86984,SANTA CLARA ,California,55,5385325,5177425,4784120,93011.33333,no,West
irvine californiaapplication developer,irvine california,application developer,97898,91865,85000,IRVINE ,California,55,5384390,5052575,4675000,91587.66667,no,West
baltimore marylandfrontend developer,baltimore maryland,frontend developer,97898,94882,90000,BALTIMORE ,Maryland,10,978980,948820,900000,94260,no,South
columbia marylandcyber security engineer,columbia maryland,cyber security engineer,97887,121655,74336,COLUMBIA ,Maryland,10,978870,1216550,743360,97959.33333,no,South
chicago illinoisbusiness intelligence developer,chicago illinois,business intelligence developer,97817,109357,120000,CHICAGO ,Illinois,20,1956340,2187140,2400000,109058,no,Midwest
fairfax virginiait developer,fairfax virginia,it developer,97813,171945,83750,FAIRFAX ,Virginia,13,1271569,2235285,1088750,117836,no,South
cincinnati ohiojava developer,cincinnati ohio,java developer,97788,92846,72549,CINCINNATI ,Ohio,18,1760184,1671228,1305882,87727.66667,no,Midwest
berkeley californiadata engineer,berkeley california,data engineer,97753,104823,85988,BERKELEY ,California,55,5376415,5765265,4729340,96188,no,West
sunnyvale californiasenior data analyst,sunnyvale california,senior data analyst,97719,114250,126108,SUNNYVALE ,California,55,5374545,6283750,6935940,112692.3333,no,West
columbia marylandsoftware engineer,columbia maryland,software engineer,97660,128173,125800,COLUMBIA ,Maryland,10,976600,1281730,1258000,117211,no,South
santa clara californiafrontend developer,santa clara california,frontend developer,97585,111107,145993,SANTA CLARA ,California,55,5367175,6110885,8029615,118228.3333,no,West
rochester new yorksoftware quality assurance engineer,rochester new york,software quality assurance engineer,97573,75845,64361,ROCHESTER ,New York,29,2829617,2199505,1866469,79259.66667,no,North East
chandler arizonaapplication developer,chandler arizona,application developer,97538,85792,79000,CHANDLER ,Arizona,11,1072918,943712,869000,87443.33333,no,West
tallahassee floridaweb developer,tallahassee florida,web developer,97480,140294,55500,TALLAHASSEE ,Florida,29,2826920,4068526,1609500,97758,no,South
beaverton oregondata engineer,beaverton oregon,data engineer,97453,155495,72518,BEAVERTON ,Oregon,7,682171,1088465,507626,108488.6667,no,West
tulsa oklahomadata engineer,tulsa oklahoma,data engineer,97444,147455,95000,TULSA ,Oklahoma,7,682108,1032185,665000,113299.6667,no,South
greenville south carolinadata engineer,greenville south carolina,data engineer,97427,187715,111000,GREENVILLE ,South Carolina,9,876843,1689435,999000,132047.3333,no,South
overland park kansasdata analyst,overland park kansas,data analyst,97417,88900,63993,OVERLAND PARK ,Kansas,6,584502,533400,383958,83436.66667,no,Midwest
redmond washingtonit developer,redmond washington,it developer,97376,129599,86500,REDMOND ,Washington,12,1168512,1555188,1038000,104491.6667,no,West
redmond washingtonsoftware developer,redmond washington,software developer,97376,133697,116488,REDMOND ,Washington,12,1168512,1604364,1397856,115853.6667,no,West
tulsa oklahomadata analyst,tulsa oklahoma,data analyst,97375,113027,71509,TULSA ,Oklahoma,7,681625,791189,500563,93970.33333,no,South
charleston south carolinadata scientist,charleston south carolina,data scientist,97335,77087,72571,CHARLESTON ,South Carolina,9,876015,693783,653139,82331,no,South
